Seed Function,Graph Modification,Avg Activated Nodes,Activated Nodes Std Dev,"Avg Activated Nodes, Color (0)","Activated Nodes Std Dev, Color (0)","Avg Activated Nodes, Color (1)","Activated Nodes Std Dev, Color (1)",Avg Color Activation Count,Color Activation Count Std Dev,Number of Nodes,Number of Edges
Polarized Centrality Mixed,TopK,9680.0,0.0,6718.0,0.0,2962.0,0.0,8707.189,2048.188,10000.0,201480.0
Polarized Centrality Mixed,KKT,9680.0,0.0,6718.0,0.0,2962.0,0.0,6872.686,412.215,10000.0,201480.0
Polarized Centrality Mixed,Random,1123.6,98.878,940.686,45.831,182.914,59.073,149.29,37.345,10000.0,201480.0
Polarized Centrality Mixed,Custom,1756.135,180.643,970.042,85.805,786.093,98.652,711.681,81.189,10000.0,201480.0
Polarized Centrality Mixed,Custom V2,1399.613,82.306,867.885,40.219,531.728,47.507,491.959,37.529,10000.0,201480.0
Polarized Degree,Original Graph,9680.0,0.0,6718.0,0.0,2962.0,0.0,3005.091,6.539,10000.0,199980.0
Polarized Degree,PrefAtt,9680.0,0.0,6718.0,0.0,2962.0,0.0,3046.278,8.852,10000.0,201480.0
Polarized Degree,Jaccard,9680.0,0.0,6718.0,0.0,2962.0,0.0,3009.519,6.839,10000.0,201480.0
Polarized Degree,Degree,9680.0,0.0,6718.0,0.0,2962.0,0.0,3031.855,7.764,10000.0,201480.0
Polarized Degree,TopK,9680.0,0.0,6718.0,0.0,2962.0,0.0,3045.789,8.242,10000.0,201480.0
Polarized Degree,KKT,9680.0,0.0,6718.0,0.0,2962.0,0.0,3032.085,7.661,10000.0,201480.0
Polarized Degree,Random,9696.0,0.0,6729.0,0.0,2967.0,0.0,3114.881,10.101,10000.0,201480.0
Polarized Degree,Custom,9768.0,0.0,6718.0,0.0,3050.0,0.0,3555.592,15.439,10000.0,201480.0
Polarized Degree,Custom V2,9772.0,0.0,6718.0,0.0,3054.0,0.0,3489.814,15.597,10000.0,201480.0
Random,Original Graph,1103.909,86.995,744.557,58.817,359.352,35.562,160.409,33.805,10000.0,199980.0
Random,PrefAtt,9696.0,0.0,6729.0,0.0,2967.0,0.0,7415.278,1350.165,10000.0,201480.0
Random,Jaccard,1362.098,108.973,969.378,74.4,392.72,43.446,273.17,41.817,10000.0,201480.0
Random,Degree,9696.0,0.0,6729.0,0.0,2967.0,0.0,6493.072,416.258,10000.0,201480.0
Random,TopK,9696.0,0.0,6729.0,0.0,2967.0,0.0,6204.092,282.322,10000.0,201480.0
Random,KKT,9696.0,0.0,6729.0,0.0,2967.0,0.0,7922.416,1412.068,10000.0,201480.0
Random,Random,1392.25,111.704,935.16,74.479,457.09,45.844,284.726,45.412,10000.0,201480.0
Random,Custom,1544.845,102.967,863.726,66.373,681.119,44.066,454.263,47.003,10000.0,201480.0
Random,Custom V2,1482.074,108.728,939.145,71.115,542.929,45.696,480.04,49.119,10000.0,201480.0
